,Words
8914,"""narcos"""
8915,"mamá"""
8916,57
8917,82
8918,conoce
8919,81
8920,"farruko]"""
8921,"""relación"
8922,80
8923,ir-sais
8924,"""dream"
8925,79
8926,"""azul"""
8927,78
8928,rvssian
8929,"towers)"""
8930,83
8931,84
8932,"zion)"""
8933,"feid,"
8934,"tavárez,"
8935,lenny
8936,"quiles,"
8937,"""quizás"
8938,87
8939,"2)"""
8940,rubia
8941,86
8942,"jam]"""
8943,jam)
8944,"""otro"
8945,85
8946,"guincho)"""
8947,"cama"""
8948,49
8949,"""diosa"""
8950,aitana
8951,"""+"""
8952,"""blanco"""
8953,"""tattoo"""
8954,"""safaera"""
8955,14
8956,"""rojo"""
8957,"""vete"""
8958,"""caramelo"""
8959,"sola"""
8960,26
8961,"""whine"
8962,"""aventura"""
8963,"""indeciso"""
8964,"fuera"""
8965,"diga"""
8966,22
8967,"mí"""
8968,"monkey"""
8969,"life)"""
8970,(bad
8971,"""ritmo"
8972,tones
8973,"""dance"
8974,"iluminaba"""
8975,"""alocao"""
8976,"""tusa"""
8977,españa1
8978,lyrics
8979,españa
8980,"""se"
8981,fred
8982,shakira
8983,juanka)
8984,brray
8985,"""morado"""
8986,"gusta"""
8987,palma
8988,"lights"""
8989,"""blinding"
8990,"""china"
8991,"difícil"""
8992,29
8993,"""tattoo"
8994,"""tkn"""
8995,"""zorra"""
8996,48
8997,dalex
8998,flow)
8999,"""hola"
9000,47
9001,"""medusa"""
9002,45
9003,"""physical"""
9004,"""sigues"
9005,"él"""
9006,lola
9007,53
9008,"quemaste"""
9009,"""te"
9010,56
9011,"""jangueo"""
9012,55
9013,"""muévelo"""
9014,54
9015,"""fantasías"""
9016,rivas
9017,51
9018,chema
9019,"tequilas"""
9020,"""mil"
9021,52
9022,nakamura
9023,aya
9024,maluma)
9025,"""djadja"
9026,índigo
9027,"besos"""
9028,"""keii"""
9029,wheeler
9030,"curiosidad"""
9031,35
9032,quiles
9033,"""pam"""
9034,33
9035,37
9036,"""ignorantes"""
9037,32
9038,"manual"""
9039,"""favorito"""
9040,30
9041,"camilo)"""
9042,"""amarillo"""
9043,"""porfa"""
9044,"""4"
9045,"""relación"""
9046,43
9047,tangana
9048,"estoy"""
9049,"""nunca"
9050,42
9051,"""easy"
9052,40
9053,feid
9054,"""adicto"""
9055,39
9056,"towers]"""
9057,"""carita"
9058,38
9059,léricaembed
9060,tipo
9061,entregó
9062,falló
9063,"loquita,"
9064,diablita
9065,falló-ó-ó
9066,traicionó-ó-ó
9067,veinte
9068,excitan
9069,necesita'
9070,hilito
9071,consejo'
9072,devorar
9073,escuchaba
9074,miraba
9075,mojaíta'
9076,reflejos
9077,(bailar)
9078,"uah-uah,"
9079,"intocables,"
9080,illuminatis
9081,¿oi'te
9082,orgasmo
9083,devoraba
9084,emborrachó-ó
9085,escapó-ó-ó
9086,"botella',"
9087,champaña
9088,rosada
9089,deseaba
9090,"diablita,"
9091,enseñe'
9092,temblando
9093,enterraba
9094,apodera
9095,vengarse
9096,decide
9097,probablemente
9098,engañó
9099,"rumba,"
9100,enterró
9101,difunta
9102,pal'
9103,carajo
9104,"(kob,"
9105,“ella
9106,(remix)”]
9107,i'mma
9108,bobolon
9109,(nasty)
9110,chamaquitas
9111,excita
9112,contributorsella
9113,(rumbear)
9114,phantom
9115,la-
9116,acerque
9117,callaí'ta
9118,cazando
9119,presiento
9120,problema
9121,servicial
9122,deseos
9123,brrrr4embed
9124,dedo
9125,rifle
9126,rafaguera
9127,cochinero
9128,quemados
9129,encender
9130,quizo
9131,pagan
9132,escondieron
9133,bastó
9134,perdón
9135,ibamos
9136,flaco
9137,acción
9138,atuvieron
9139,convoy
9140,traiciones
9141,librarla
9142,cosechas
9143,siembra
9144,detoné
9145,morir
9146,nacimos
9147,anotenme
9148,fuerzas
9149,likele
9150,caí
9151,certero
9152,madriguera
9153,impactaban
9154,lacras
9155,rifles
9156,equipos
9157,desquite
9158,escuché
9159,glock
9160,chaleco
9161,empotré
9162,judas
9163,encomendé
9164,cuerno
9165,seco
9166,eche
9167,nubló
9168,siguiendo
9169,ranflón
9170,pisale
9171,cantón
9172,pelate
9173,"cochinero""]"
9174,"""en"
9175,temblaba
9176,derrapón
9177,miraron
9178,conocieron
9179,avioneta
9180,atoré
9181,contributorsen
9182,brechas
9183,pelaba
9184,cherokona
9185,brecha
9186,polvadera
9187,metí
9188,impactadas
9189,varias
9190,vidrio
9191,lluvia
9192,venga1embed
9193,tego
9194,eddie
9195,extinción
9196,dee
9197,extinciona
9198,''corazona''
9199,calderona
9200,persona'
9201,zona
9202,"toma,"
9203,cantante'
9204,cantantes
9205,calderon]
9206,mucho'
9207,estilo
9208,continuación
9209,muchos
9210,equivoque'
9211,[eddie
9212,extinguirme
9213,copia
9214,quitarno'
9215,tenemo'
9216,hundirme
9217,censura
9218,genero
9219,"rap,"
9220,tirao
9221,basura
9222,sacarno'
9223,poco'
9224,dee]
9225,(nah)
9226,quedan
9227,especie
9228,nuestra
9229,(razona)
9230,razona
9231,[ediee
9232,provoques
9233,meno'
9234,hagan
9235,sepan
9236,conocemos
9237,prensa
9238,televisore'
9239,míos
9240,"ghetto,"
9241,vengo
9242,obtener
9243,actuar
9244,moyeto
9245,moreno
9246,zumba?
9247,estar
9248,guillándote
9249,hablao
9250,"mejores,"
9251,paga'
9252,junto'
9253,pecadore'?
9254,milenio
9255,loquillo
9256,"gatillo,"
9257,corillo
9258,inventarte
9259,genio
9260,tiraera
9261,"copiaera,"
9262,like[eddie
9263,salde
9264,tirando
9265,lírica'
9266,arde
9267,tarde
9268,zilla
9269,"tequila,"
9270,causando
9271,estragos
9272,godzilla
9273,equivocao
9274,deba
9275,calde
9276,abayarde
9277,caballeros
9278,perras
9279,escucharan
9280,(¿que?)
9281,montón)
9282,refiero
9283,"dee,"
9284,terrorista
9285,lirica)
9286,"calderón,"
9287,adquisición
9288,[tego
9289,"ley,"
9290,opacau
9291,copiao
9292,inventau
9293,heredao
9294,"borinquen,"
9295,lao
9296,"fama,"
9297,billete
9298,corona
9299,"impresiona,"
9300,impresiona
9301,detona
9302,"*""""#$#%$**#$"
9303,"tumbao,"
9304,"paseau,"
9305,mejore'
9306,presentao
9307,anda'
9308,"guillau,"
9309,copiau
9310,alquilau
9311,prendón
9312,prestau
9313,grabao?
9314,¿cuánto
9315,ganao?
9316,tas
9317,"pelau,"
9318,"quemau,"
9319,utilizau
9320,"underground,"
9321,reciclau
9322,sonau
9323,extincionaembed
9324,soledad
9325,ozuna]
9326,último:
9327,cariño
9328,aceleran
9329,latidos
9330,"verso,"
9331,sepas
9332,nombre:
9333,"contigo"""
9334,"confieso,"
9335,apariencia
9336,audiencia
9337,(oh-oh-oh-oh-oh)
9338,competencia
9339,ella:
9340,"""volverá"""
9341,entra
9342,tendencia
9343,opine
9344,"da,"
9345,convierte
9346,"digo,"
9347,dé
9348,vallenato
9349,ah-ah)
9350,querrá'
9351,"abrazarte,"
9352,conocer
9353,abrigarte
9354,(prometí
9355,inc
9356,"industria,"
9357,julián
9358,zensei
9359,bachatita'
9360,contributorsesclavo
9361,cierro
9362,desvelo
9363,confesar
9364,"buscarte,"
9365,prometí
9366,"besos""]"
9367,"""esclavo"
9368,compartir
9369,brillo
9370,seamo'
9371,ozuna)
9372,(jaja;
9373,perdamos
9374,"lady,"
9375,regresaras
9376,moriría
9377,oscuridad
9378,irá
9379,regresará
9380,oh)embed
9381,sistem
9382,nervni
9383,pomeraš
9384,moj
9385,biće
9386,stani
9387,"favorito-ito-ito,"
9388,sanja
9389,vučić]
9390,žao
9391,volim
9392,tebi
9393,sve
9394,oprašta
9395,smanji
9396,"te,"
9397,"ali,"
9398,samo
9399,bar
9400,doživljaj
9401,"pomeraš,"
9402,bi
9403,"oteraš,"
9404,ljubav
9405,kad
9406,ksenija
9407,ljubi
9408,ivana
9409,nikolić
9410,direktnom
9411,"linijom,"
9412,knežević]
9413,[strofa
9414,dobro
9415,[prelaz:
9416,"žao,"
9417,šta
9418,ne
9419,je)
9420,"mene,"
9421,kada
9422,druge
9423,kraj
9424,budi
9425,birao
9426,po
9427,mene
9428,dođi
9429,smirio
9430,"knežević,"
9431,like[refren:
9432,[završetak:
9433,još
9434,(ljubi
9435,(još
9436,boluje
9437,tebe
9438,bez
9439,telo
9440,"otrove,"
9441,pusti
9442,svoje
9443,vučić
9444,lyrics[tekst
9445,pesme
9446,"""favorito""]"
9447,sijam
9448,kao
9449,"milion,"
9450,mraku
9451,s
9452,njom
9453,priznaj
9454,"skrivio,"
9455,učinio?
9456,[refren:
9457,contributorsfavorito
9458,žao3embed
9459,"(yes,"
9460,god)
9461,beam
9462,ultralight
9463,jesus)
9464,lord
9465,faith
9466,choir]
9467,"choir,"
9468,deliver
9469,west]
9470,looking
9471,war
9472,the-dream
9473,you'll
9474,"ugh,"
9475,"part,"
9476,nobody
9477,speak
9478,somewhere
9479,praise
9480,jesus
9481,satan
9482,hallej—
9483,lord)
9484,"house,"
9485,devils
9486,rapper]
9487,they're
9488,glory
9489,452
9490,tweet
9491,“sunday
9492,"candy,”"
9493,met
9494,"west,"
9495,fail
9496,job
9497,'chance
9498,"3'"""
9499,part
9500,sell
9501,grammy
9502,bars
9503,gosh
9504,darn
9505,mess
9506,79th
9507,"the-dream,"
9508,greene]
9509,(hallelujah)
9510,kirk
9511,franklin
9512,"father,"
9513,prayer's
9514,messed
9515,they've
9516,"sorry"""
9517,many
9518,far
9519,"faith,"
9520,"more,"
9521,"safe,"
9522,chano
9523,raincoats
9524,rainbow
9525,intro
9526,having
9527,fun
9528,laugh
9529,bet
9530,pillar
9531,salt
9532,they'll
9533,flip
9534,script
9535,wesley
9536,spike
9537,trail
9538,fight
9539,wrong?
9540,(more)
9541,persecute
9542,weak
9543,strong
9544,(safe)
9545,strength
9546,(war)
9547,wrongs
9548,"high,"
9549,care
9550,longer
9551,blessings?
9552,tubman
9553,samoria
9554,green]
9555,"hallelujah,"
9556,the-dream]
9557,serenity
9558,loving
9559,paris
9560,"oppression,"
9561,parents
9562,"(thing,"
9563,"thing,"
9564,thing)
9565,"wap,"
9566,"friends,"
9567,"damn,"
9568,gina
9569,since
9570,arthur
9571,anteater
9572,snap
9573,photos
9574,daughter
9575,"sia,"
9576,"lyrics,"
9577,braille
9578,"mean,"
9579,pam
9580,demons
9581,shield
9582,field
9583,"questions,"
9584,contributorstranslationstürkçeenglishenglishitalianofrançaisespañolsvenskaultralight
9585,foot
9586,devil's
9587,drifted
9588,pangaea
9589,moving
9590,family
9591,chatham
9592,zambia
9593,treat
9594,war366embed
9595,dices
9596,hiciste?
9597,olvidaré
9598,mamón
9599,dudaré
9600,sufrir
9601,sufrido
9602,ortizyou
9603,inseguro
9604,empedado
9605,"caigo,"
9606,"trampa,"
9607,redondito
9608,contributorsfuentes
9609,concreta
9610,"""fuentes"
9611,"ortiz""]"
9612,"chile,"
9613,"directa,"
9614,neta
9615,"cansando,"
9616,"muy,"
9617,amo
9618,difícil
9619,"demasiado,"
9620,demasiado
9621,eterna
9622,preparado
9623,aprendiendo
9624,mándalo
9625,mandar
9626,uh-uh
9627,electricidad
9628,demasiado)
9629,bae
9630,supongo
9631,subiendo
9632,pierna'
9633,grítale
9634,momentico
9635,"entero,"
9636,¡wuh
9637,2010
9638,estalla
9639,aleje
9640,vaya?
9641,pretendes
9642,"mercado""]"
9643,like[refrán]
9644,"mercado,"
9645,"siento,"
9646,contributorsfuera
9647,moldeado
9648,equivocado
9649,debió
9650,apresurado
9651,primero1embed
9652,"neta,"
9653,plebes
9654,"pues,"
9655,"locos,"
9656,cali
9657,desmadre
9658,traigan
9659,marcando
9660,panchos
9661,novia
9662,¿pa'
9663,sirvan
9664,modesto
9665,encerrona
9666,cargado
9667,tráiganse
9668,arreglados
9669,alberca
9670,quitaron
9671,"tontas,"
9672,"juega,"
9673,confianza
9674,sacamos
9675,armas
9676,largas
9677,disparos
9678,rancho
9679,escuchaban
9680,recio
9681,agüiten
9682,"mismo,"
9683,acompaña
9684,plebada
9685,conoció
9686,borracho?
9687,apago
9688,celular
9689,seguir
9690,festejando
9691,andén
9692,contando
9693,"tanto,"
9694,saquen
9695,abran
9696,bolsa
9697,lavada
9698,"banda,"
9699,feria
9700,"paramos,"
9701,viejones
9702,"apeste,"
9703,"sueño,"
9704,quesito
9705,fresco
9706,gallos
9707,listos
9708,darles
9709,verlos
9710,marihuanos
9711,alucinando
9712,plebe
9713,"movimientos,"
9714,provocando
9715,lavadero
9716,falte
9717,"fiesta,"
9718,"""fuga"
9719,"2""]"
9720,enfiesto
9721,antoja
9722,haremos
9723,serio
9724,"morras,"
9725,contributorsfuga
9726,delatando
9727,tranquilizarme
9728,gelatto
9729,critique
9730,"nariz,"
9731,tronado
9732,sáquenla
9733,quijada
9734,periqueado
9735,"y,"
9736,"retumbando,"
9737,alocados
9738,pidieron
9739,"compadre"","
9740,ande
9741,gallo
9742,media
9743,ondeado;
9744,mañasembed
9745,ted
9746,billen
9747,220
9748,giveon
9749,"riton,"
9750,re-edit)
9751,joel
9752,"corry,"
9753,(dopamine
9754,"raye,"
9755,hypeman
9756,"nightcrawlers,"
9757,bed
9758,34+35
9759,"meduza,"
9760,dermot
9761,kennedy
9762,"fischer,"
9763,mufasa
9764,duncan
9765,laurence
9766,arcade
9767,therefore
9768,pop
9769,bout
9770,"24kgoldn,"
9771,tate
9772,dákiti
9773,whoopty
9774,positions
9775,miley
9776,"cyrus,"
9777,prisoner
9778,lipa)
9779,worst
9780,"evans,"
9781,wellerman
9782,(sea
9783,shanty
9784,"ofenbach,"
9785,lagique
9786,wasted
9787,rochy
9788,"rd,"
9789,we're
9790,nas
9791,montero
9792,(call
9793,name)
9794,"scott,"
9795,hvme
9796,goosebumps
9797,levitating
9798,dababy)
9799,kali
9800,telepatía
9801,hits
9802,3/26/21
9803,b)
9804,lyrics1
9805,"caesar,"
9806,peaches
9807,masked
9808,wolf
9809,astronaut
9810,save
9811,"mars,"
9812,anderson
9813,"paak,"
9814,silk
9815,sonic
9816,uchis
9817,"saweetie,"
9818,"topic,"
9819,olivia
9820,rodrigo
9821,drivers
9822,license
9823,"atb,"
9824,a7s
9825,(9pm)
9826,contributortoday’s
9827,"peas,"
9828,"tjay,"
9829,"5,"
9830,megan
9831,thee
9832,stallion
9833,mistakes
9834,morris)
9835,(taylor's
9836,version)
9837,goldenembed
9838,roldán]
9839,así?
9840,necesidad
9841,"éxtasis,"
9842,tentarme
9843,"fantasía,"
9844,regando
9845,tocarte
9846,brincando
9847,tussi
9848,"serpiente,"
9849,desnúdate
9850,trépate
9851,chiquitica
9852,nalga'
9853,grandota'
9854,pegué
9855,espalda
9856,lúcete
9857,"necesita,"
9858,área'
9859,lyanno]
9860,choqué
9861,bumper
9862,coloqué
9863,"toqué,"
9864,"tímida,"
9865,atrae
9866,"trae',"
9867,varia'
9868,solicita
9869,cremita
9870,suavecita
9871,"movimiento,"
9872,"hace',"
9873,toca'
9874,arrancarte
9875,dimensión
9876,viajando
9877,explorando
9878,(cuerpo
9879,explorando)
9880,mauro
9881,soltó
9882,"esquilin,"
9883,"bobo,"
9884,olvide'
9885,acuéstate
9886,"cama,"
9887,abiertita
9888,látex
9889,irrita
9890,arranco
9891,grosería'
9892,"falda,"
9893,completa
9894,meta
9895,caleta
9896,diciéndote
9897,tocando
9898,su'
9899,cherokee
9900,mamacita
9901,"foto,"
9902,(grandota')
9903,loquita
9904,está'?
9905,myers]
9906,"hubo,"
9907,atracción
9908,otro'
9909,"nivele',"
9910,sensación
9911,(sensación;
9912,encantás)
9913,logo
9914,milwaukee
9915,parecía
9916,mayor
9917,edad
9918,secundaria
9919,aterrizar
9920,rabia
9921,gané
9922,labia
9923,llevé
9924,encuerna'o
9925,exmarido
9926,karaoke
9927,medellín
9928,"sentir,"
9929,cabalgar
9930,jockey
9931,bajarte
9932,contributorshasta
9933,montarte
9934,mercedes
9935,shopping
9936,quilinembed
9937,subir
9938,hijuepu—
9939,video
9940,"salir,"
9941,olvidarse
9942,oh-no-no-no
9943,"infiel,"
9944,"novio,"
9945,yeah-yeah-yeah-yeah)
9946,suelta
9947,(yeh-yeah)
9948,joder
9949,hp
9950,"yeh-yeah,"
9951,"joder,"
9952,cuentas
9953,rendirle
9954,amiguita
9955,yeh-yeah
9956,"mujer,"
9957,(peor)
9958,quedó
9959,reemplazar
9960,ponga
9961,reponga
9962,rompiero'
9963,"""hp""]"
9964,perro
9965,aprovechar
9966,cirujano
9967,contributorshp
9968,yeh-yeah5embed
9969,"happier,"
9970,means
9971,"lately,"
9972,raise
9973,spirits
9974,we've
9975,(wanna
9976,spirits)
9977,(right
9978,pretended
9979,"course,"
9980,minute)
9981,(only
9982,least
9983,wreck
9984,someone
9985,248
9986,being
9987,become
9988,"argument,"
9989,begun
9990,flame
9991,image
9992,thaiрусскийفارسیhappier
9993,thoughts
9994,falls
9995,evening
9996,contributorstranslationsespañolไทย
9997,ends
9998,go357embed
9999,hawái
10000,"vacaciones,"
10001,aparentemente
10002,haga
10003,felicitaciones
10004,instagram
10005,posteas
10006,"va,"
10007,conozco
10008,"quién,"
10009,llorando
10010,subiste
10011,vieron)
10012,pasaba
10013,fumábamo'
10014,desayuno
10015,"porfa,"
10016,juntan
10017,interrumpas
10018,(deja
10019,jajajaja
10020,celos)
10021,"(bebé,"
10022,cielo)
10023,mentirte)
10024,actúas
10025,"creer,"
10026,discúlpame
10027,entonces
10028,ayuna'
10029,cambiará
10030,caballero
10031,mentirte
10032,"""hawái""]"
10033,amores
10034,habrán
10035,ignores
10036,contributorstranslationsdeutschenglishhawái
10037,seguidore'
10038,miéntele
10039,juancho18embed
10040,hecha
10041,envuelve
10042,cuerpecito
10043,resaltas
10044,encantas
10045,nalgas
10046,enrolar
10047,dejas
10048,faz
10049,"vienes,"
10050,demás
10051,nana
10052,nanana
10053,vibras
10054,temores
10055,podemos
10056,condenado
10057,teso
10058,resaltasyou
10059,procuro
10060,preso
10061,ratón
10062,comerá
10063,queso
10064,estaré
10065,refrán
10066,propio
10067,esquiva
10068,dе
10069,manеra
10070,saliva
10071,gastar
10072,callaita
10073,conocidas
10074,puras
10075,lyricsna
10076,afán
10077,contributorhecha
10078,tendrá
10079,luzca
10080,cartier
10081,vestí
10082,peleas
10083,clan
10084,yang
10085,ying
10086,entrega
10087,felices
10088,likeembed
10089,hablaba
10090,acuerdas
10091,"yo),"
10092,(soy
10093,hola
10094,"(hola),"
10095,uh-yeh)
10096,"dalex,"
10097,ao'-ao'
10098,(uh-yeh)
10099,(le
10100,(okay;
10101,(-ba
10102,tavárez
10103,"corleone,"
10104,tavárez]
10105,estremecer
10106,pedirás
10107,haré
10108,erice
10109,pruebo
10110,"fanático,"
10111,"esperarte,"
10112,suciería'
10113,grosero
10114,(-sero)
10115,(acelero)
10116,morales
10117,"¿quihubo,"
10118,yah)
10119,"(yeah-yeah,"
10120,(yeah-yeah)
10121,magnífico
10122,veía
10123,(veía)
10124,decía
10125,contaba
10126,(-pero;
10127,"(oh-woh,"
10128,enredaría'
10129,ma';
10130,"oh-woh,"
10131,ma')
10132,(oh-woh)
10133,oh-woh
10134,dalex]
10135,panticito
10136,cero
10137,so?
10138,quitaría
10139,so?)
10140,(uh-yeh;
10141,okay)
10142,motiva
10143,(this
10144,(buena)
10145,(buena;
10146,(so?;
10147,treparte
10148,subirte
10149,falda
10150,"ponerte,"
10151,seré
10152,ahí;
10153,flow]
10154,pago
10155,admirante
10156,"juqueao',"
10157,"activao',"
10158,conociste
10159,"arrebatao',"
10160,prendía'
10161,apagao'
10162,confiao'
10163,mí;
10164,¡sou)
10165,"atreve',"
10166,contributorshola
10167,bellaqueo
10168,capté
10169,mueves
10170,"bailas,"
10171,repetimo'
10172,eh)1embed
10173,logic
10174,woods
10175,stallion)
10176,flower
10177,sophie
10178,nudy
10179,magnets
10180,simmons)
10181,gorgon
10182,kid)
10183,square
10184,jamila
10185,mac
10186,baldwin
10187,tee
10188,grizzley
10189,demarco
10190,caroline
10191,shaggy
10192,cap
10193,don’t
10194,braindead
10195,elohim
10196,bliss
10197,charly
10198,lá
10199,bahía
10200,bergan)
10201,juke
10202,babies
10203,ambjaay
10204,shotta
10205,burned
10206,gashi)
10207,emoji
10208,wink
10209,poppa)
10210,winning
10211,kaskade)
10212,cuaderno
10213,yourself
10214,vanic
10215,wytd
10216,flying
10217,kream
10218,maxo
10219,validation
10220,yoshi
10221,wale)
10222,"side,"
10223,vicious
10224,emotional
10225,oranges
10226,moontower
10227,melrose
10228,dutch
10229,walls
10230,memba
10231,eddington
10232,watts
10233,jean
10234,ghostride
10235,crumb
10236,letter
10237,gill
10238,lightshow
10239,gwuapo
10240,balisong
10241,planet
10242,cologne
10243,dunbar
10244,isaac
10245,jamesdavis
10246,lotus
10247,tjay
10248,fisher
10249,raveena
10250,written
10251,generationals
10252,freakazoid
10253,pickups
10254,silversun
10255,dress
10256,prom
10257,mxmtoon
10258,pony
10259,khan
10260,valentino
10261,q)
10262,imperfect
10263,low
10264,triggered
10265,aiko
10266,jhene
10267,ruel)
10268,sg
10269,marley)
10270,gia
10271,thug)
10272,(freestyle)
10273,commando
10274,g-eazy)
10275,lee)
10276,marlo
10277,smokepurpp
10278,dizzy
10279,livvia
10280,crave
10281,ciara
10282,madonna
10283,courtney
10284,barns
10285,missing
10286,michaelson
10287,marks
10288,raye]
10289,civil
10290,tough
10291,avicii
10292,icy
10293,thriving
10294,bieber)
10295,lyricsed
10296,05/10/19
10297,blige
10298,nas)
10299,away)
10300,yg)
10301,mill
10302,meek
10303,"savage,"
10304,bands
10305,mustard
10306,blame
10307,bmo
10308,soakin
10309,wet
10310,curry
10311,denzel
10312,rocky)
10313,pups
10314,petras
10315,kim
10316,badass
10317,omb
10318,ashley
10319,hilton)
10320,bloodbath
10321,friend's
10322,retrograde
10323,jane
10324,dinah
10325,beer
10326,combs
10327,paranoid
10328,blind
10329,nothingleftnothingleft
10330,teamwork
10331,jepsen
10332,rae
10333,carly
10334,leven
10335,spider
10336,evil
10337,bene
10338,barker)
10339,($uicideboy$
10340,afterhours
10341,alex's
10342,lo)
10343,diva
10344,aazar
10345,aurora
10346,jesse
10347,greaze
10348,skepta
10349,"""aladdin"""
10350,title)
10351,(end
10352,wineembed
10353,peleamo'
10354,"normal,"
10355,sech]
10356,"enrolaba,"
10357,perdía
10358,"(no-oh-oh-oh),"
10359,"atraparon,"
10360,"moléstate,"
10361,"gustó,"
10362,woh-oh
10363,"día',"
10364,gigante
10365,necesitaba
10366,espacio
10367,despacio
10368,prendí
10369,dejamos
10370,besito'
10371,levante
10372,perrito
10373,jevo'
10374,espante
10375,inmadurez
10376,distancia
10377,acostarme
10378,ignorancia
10379,cana
10380,pusiste
10381,"asusta,"
10382,(ice)
10383,(yeah-eh)
10384,"""ignorantes""]"
10385,"sech,"
10386,sabemos
10387,ignorante
10388,suéter
10389,champion
10390,panty
10391,notas
10392,quita'
10393,mala'
10394,"decisione',"
10395,felicida'
10396,cambia'
10397,ello'
10398,negro
10399,contributorstranslationsdeutschenglishfrançaisignorantes
10400,chingamos29embed
10401,"have,"
10402,share
10403,[pre-drop]
10404,[drop]
10405,like[verse]
10406,contributorsin
10407,lyrics[verse]
10408,from6embed
10409,arcángel]
10410,"sé),"
10411,"infeliz,"
10412,"yeh-yeh-yeh,"
10413,"tú),"
10414,"(cómo),"
10415,meterte
10416,madrid
10417,bata
10418,bellaca
10419,infeliz
10420,(sabes)
10421,máquina
10422,"(austin,"
10423,disfrutando
10424,"momento,"
10425,haciéndolo
10426,(decirte)
10427,(¡auh)
10428,besan
10429,"wow,"
10430,simbólico
10431,(-bólico)
10432,labio'
10433,insólito
10434,"puro,"
10435,(-sólito)
10436,"corte',"
10437,orgánico
10438,(-gánico)
10439,"maravilla"","
10440,paciencia
10441,"jeday,"
10442,arca
10443,solamente
10444,hacemo'
10445,"himno',"
10446,satánico
10447,(yeah;
10448,¡auh)
10449,(bellaca)
10450,(be—)
10451,ha—;
10452,pon—;
10453,bellaca;
10454,vo'a;
10455,capaz
10456,la?
10457,"imagina',"
10458,novela
10459,escuela
10460,(¡fium)
10461,"baby),"
10462,sabes;
10463,sé;
10464,"""infeliz""]"
10465,pela
10466,levanté
10467,(hmm)
10468,quería'
10469,dijeron
10470,(sabe')
10471,golazo
10472,"golazo,"
10473,sonámbulo
10474,"preámbulo,"
10475,angulo'
10476,contributorstranslationsenglishinfeliz
10477,azotándote
10478,soñando
10479,jeje4embed
10480,bend
10481,whine
10482,"dislocate,"
10483,"back,"
10484,"shake,"
10485,jiggle
10486,spine
10487,"waist,"
10488,"ayy,"
10489,"brace,"
10490,rotation
10491,"blend,"
10492,bruk
10493,waist
10494,jiggle-jiggle-jiggle
10495,pace
10496,"shape,"
10497,brace
10498,"lace,"
10499,position
10500,"place,"
10501,ova
10502,purr
10503,test
10504,"snake,"
10505,hand?
10506,maggie
10507,wa'hum
10508,beg
10509,cah
10510,nеver
10511,lock
10512,kitty
10513,rider
10514,strappеd
10515,frighten
10516,duppy
10517,ooo
10518,"gut,"
10519,contributorsjgl
10520,dagga
10521,nuff
10522,gyally
10523,ahembed
10524,temprano
10525,portarse
10526,salió
10527,calderón]
10528,mal)
10529,gardeo
10530,fumeteo
10531,jangueo
10532,ley;
10533,calderón
10534,(jangueo)
10535,final)
10536,emborracha
10537,"relación,"
10538,"presión,"
10539,-eo)
10540,outfit
10541,"(fumeteo,"
10542,-ear)
10543,odia
10544,de'o
10545,saca
10546,hater'
10547,"janguear,"
10548,(salió
10549,(portarse
10550,dile;
10551,(perreo)
10552,gimnasio
10553,salte
10554,(tiriti)
10555,"medio,"
10556,"muchacho,"
10557,amotiná'
10558,cerveza'
10559,dieta
10560,"(uah),"
10561,"apreta',"
10562,(okey)
10563,pero'
10564,guayoteo
10565,combina
10566,co-cosa
10567,"original,"
10568,bien)
10569,po'
10570,"take,"
10571,ronny
10572,(dile)
10573,jan
10574,(jeday)
10575,you)
10576,sábado'
10577,peca
10578,diablesa
10579,bellaco
10580,sour
10581,(okey;
10582,luli
10583,(ouh)
10584,"fallan,"
10585,"arreglo,"
10586,(está
10587,"sudar,"
10588,comerme
10589,comprometerte
10590,(yeh-yeh)
10591,entonce'
10592,"claro',"
10593,claro:
10594,outfit)
10595,"natti,"
10596,raphy
10597,(su
10598,raphy)
10599,juntamo'
10600,"""jangueo""]"
10601,"problema,"
10602,men
10603,"visto,"
10604,necesito?
10605,maltrata'
10606,lejito'
10607,visita'
10608,"""game"
10609,(game
10610,de'o)
10611,(fumeteo)
10612,"(gardeo,"
10613,"(ajá,"
10614,perrearse
10615,"junte,"
10616,over)
10617,(-funde')
10618,"mai',"
10619,busqué
10620,range
10621,rover
10622,confunde'
10623,contributorstranslationshebrewenglishjangueo
10624,hunde
10625,(quién
10626,hunde)
10627,pregunten
10628,buena2embed
10629,(swerve)
10630,teeth
10631,lambo
10632,gnashin'
10633,weepin'
10634,thirsty
10635,i-i-i-i-i'm
10636,two-seat
10637,jerk
10638,mercy
10639,"chick,"
10640,"o-o-o-o-o-okay,"
10641,"believe,"
10642,fuzzy
10643,moanin'
10644,jones]
10645,a—when
10646,believe)
10647,"(swerve,"
10648,sean]
10649,"yb,"
10650,level
10651,wherever
10652,most
10653,mournin'
10654,(foreign)
10655,suicides
10656,threw
10657,horsepower
10658,cuh
10659,"ye,"
10660,(huh?)
10661,(boy)
10662,doors
10663,private
10664,bus
10665,melting
10666,"plus,"
10667,chainz]
10668,precious
10669,suicide
10670,somethin'
10671,"mary,"
10672,molly
10673,def
10674,step
10675,quit
10676,death
10677,rappers'
10678,bass
10679,up-in-yo-face
10680,press
10681,buildin'
10682,"press,"
10683,dalí
10684,486
